Gender,Race/Ethnicity,Home_City,Preferred_Langauge,Hobby_Interest,Budget (in millions),Fathers_Occupation,Mothers_Occupation,Study_Group,Degree_Program,Matric_Marks,Inter_Marks,Year_of_Admission,Campus,University
female,Punjabi,Lahore,Punjabi,Gaming,4,Army,House Wife,Pre-Engrr,BSChemical,979,962,2020,Lahore,PU (University of Punjab)
male,Pashtun,Kohat,Hinko,Gaming,2,Engrr,Teacher,Pre-Engrr,BSCivil,789,812,2019,Peshawar,IMsciences
male,Other,Islamabad,Urdu,Gaming,7,Doctor,Doctor,Pre-Engrr,BSEE,980,963,2019,Lahore,LUMS
male,Punjabi,Lahore,Urdu,Gaming,2,Engrr,Doctor,Pre-Engrr,BBA,788,941,2020,Islamabad,Bahria University
male,Pashtun,Peshawar,Urdu,Gaming,8,Doctor,Doctor,Pre-Med,Forensics,902,986,2019,Peshawar,Northwest School of Medicine
female,Baloch,Karachi,Urdu,Reading,2,Engrr,House Wife,Pre-Engrr,BSCivil,823,852,2019,Karachi,NED
male,Punjabi,Islamabad,Urdu,Nothing,2,Engrr,House Wife,Commerce,BBA,980,988,2019,Islamabad,COMSATS
male,Other,Karachi,Urdu,Nothing,2,Doctor,House Wife,Pre-Engrr,BSSE,996,996,2020,Karachi,NUST
male,Punjabi,Lahore,Urdu,Gaming,4,Teacher,House Wife,Pre-Engrr,BSMech,989,966,2019,Lahore,UMT
male,Other,Faisalabad,Urdu,Gaming,3,Retired,House Wife,CS,BSCS,890,900,2019,Peshawar,UOP
male,Punjabi,Islamabad,Urdu,Nothing,1,Doctor,House Wife,CS,BSCS,920,950,2020,Islamabad,COMSATS
male,Sindhi,Karachi,Urdu,Nothing,3,Engrr,House Wife,Pre-Engrr,BSEE,956,963,2019,Karachi,Iqra University
male,Pashtun,Peshawar,Urdu,Gaming,1,Doctor,Doctor,Commerce,BSAF,988,933,2020,Karachi,Bahria University
female,Other,Peshawar,Urdu,Nothing,9,Doctor,House Wife,Pre-Med,Forensics,908,952,2019,Peshawar,Northwest School of Medicine
female,Punjabi,Karachi,Urdu,Gaming,2,Doctor,House Wife,Pre-Med,BSBotany,752,750,2019,Peshawar,Abasyn University
male,Other,Karachi,Urdu,Nothing,7,Doctor,Teacher,Pre-Med,MBBS,1000,999,2019,Karachi,Aga Khan
female,Other,Kohat,Urdu,Writing,2,Engrr,Doctor,Pre-Engrr,BSCivil,997,970,2019,Islamabad,COMSATS
male,Punjabi,Abbotabad,Urdu,Gaming,7,Engrr,Doctor,Pre-Engrr,BSCS,823,852,2020,Lahore,Government College University (GCU)
male,Punjabi,Islamabad,Urdu,Gaming,3,Engrr,House Wife,Pre-Engrr,BSEE,780,882,2019,Peshawar,UET
female,Other,Lahore,Punjabi,Sports,2.8,Engrr,Doctor,Pre-Med,BSBiotechnology,1000,985,2019,Lahore,UMT
male,Sindhi,Lahore,Urdu,Nothing,1,Engrr,House Wife,CS,BSCS,850,954,2020,Islamabad,Quaid-i-Azam University (QAU)
male,Pashtun,Kohat,Hinko,Sports,2,Engrr,House Wife,Pre-Engrr,BSEE,640,740,2019,Peshawar,UET
female,Punjabi,Lahore,Urdu,Gaming,3.8,Doctor,House Wife,Pre-Med,MBBS,959,852,2020,Lahore,PU (University of Punjab)
female,Other,Peshawar,Pashto,Nothing,2,Retired,House Wife,Commerce,BSEconomics,823,852,2020,Karachi,NED
male,Other,Peshawar,Urdu,Nothing,0.8,Doctor,House Wife,Pre-Med,BSBotany,870,930,2019,Peshawar,UOP
female,Other,Islamabad,Urdu,Nothing,10,Retired,Doctor,Pre-Med,Biochemistry,956,956,2020,Peshawar,Jinnah Medical College
male,Other,Karachi,Urdu,Nothing,7,Doctor,Teacher,CS,BSCS,980,990,2019,Karachi,Aga Khan
male,Other,Islamabad,Urdu,Nothing,4,Doctor,Teacher,Pre-Med,MBBS,1000,985,2020,Islamabad,PU (University of Punjab)
male,Other,Islamabad,Urdu,Sports,11,Doctor,Doctor,Pre-Med,MBBS,856,856,2019,Peshawar,Jinnah Medical College
male,Pashtun,Islamabad,Urdu,Gaming,2,Army,House Wife,Pre-Engrr,BSMech,823,852,2019,Karachi,NED
male,Punjabi,Islamabad,Punjabi,Gaming,3.5,Retired,House Wife,CS,BSCS,966,978,2020,Islamabad,PU (University of Punjab)
male,Other,Kohat,Hinko,Nothing,4,Engrr,House Wife,Commerce,BBA,920,980,2019,Peshawar,IMsciences
male,Muhajirs,Islamabad,Urdu,Writing,2.5,Doctor,House Wife,Pre-Med,MBBS,980,987,2020,Lahore,UHS
male,Other,Islamabad,Urdu,Gaming,6,Doctor,Doctor,Pre-Engrr,BSEE,980,963,2019,Lahore,LUMS
female,Punjabi,Islamabad,Punjabi,Gaming,4,Army,Doctor,Pre-Med,MBBS,895,850,2019,Islamabad,PU (University of Punjab)
male,Other,Peshawar,Urdu,Nothing,2,Doctor,Teacher,Pre-Engrr,BSEE,750,988,2019,Islamabad,Quaid-i-Azam University (QAU)
female,Other,Islamabad,Urdu,Reading,6.5,Retired,Teacher,Pre-Engrr,BSEE,985,987,2019,Lahore,Government College University (GCU)
male,Pashtun,Peshawar,Urdu,Nothing,2,Retired,Teacher,Pre-Engrr,BSEE,985,987,2020,Peshawar,UET
male,Other,Mardan,Urdu,Gaming,6.5,Doctor,Teacher,CS,BSCS,1010,900,2019,Karachi,Aga Khan
male,Punjabi,Islamabad,Punjabi,Nothing,4,Doctor,House Wife,Commerce,BSAF,895,850,2020,Islamabad,PU (University of Punjab)
male,Other,Karachi,Punjabi,Reading,1.5,Engrr,Doctor,Pre-Engrr,BSEE,1000,998,2019,Karachi,NUST
male,Punjabi,Islamabad,Punjabi,Gaming,3.8,Teacher,House Wife,Pre-Engrr,BSChemical,925,875,2020,Islamabad,PU (University of Punjab)
male,Kashmiris,Other,Urdu,Nothing,2,Engrr,House Wife,Pre-Med,MBBS,800,820,2019,Peshawar,KMC
male,Other,Islamabad,Urdu,Gaming,1.7,Engrr,Doctor,Pre-Engrr,BSCS,970,980,2019,Islamabad,NUST
male,Other,Karachi,Urdu,Gaming,2,Doctor,House Wife,Pre-Engrr,BSCivil,990,999,2019,Karachi,NUST
male,Sindhi,Islamabad,Urdu,Nothing,1,Doctor,House Wife,Pre-Engrr,BBA,785,963,2020,Karachi,Bahria University
female,Pashtun,Abbotabad,Punjabi,Sports,4,Engrr,House Wife,Pre-Engrr,BSMech,980,863,2019,Peshawar,CECOS
male,Other,Peshawar,Urdu,Gaming,10,Doctor,House Wife,Pre-Med,Pharmacology,863,898,2020,Peshawar,Northwest School of Medicine
male,Baloch,Other,Urdu,Sports,2,Engrr,Teacher,Pre-Engrr,BSEE,700,890,2019,Peshawar,IMsciences
female,Pashtun,Peshawar,Urdu,Gaming,11,Retired,Doctor,Pre-Med,Physiology,886,886,2020,Peshawar,Jinnah Medical College
female,Punjabi,Peshawar,Urdu,Reading,7,Engrr,Doctor,Pre-Med,BSBotany,920,740,2020,Lahore,Government College University (GCU)
male,Other,Lahore,Punjabi,Nothing,1.3,Retired,Teacher,Pre-Engrr,BSSE,985,987,2020,Peshawar,Abasyn University
male,Muhajirs,Quetta,Urdu,Sports,2,Teacher,House Wife,Pre-Engrr,BSCivil,910,950,2019,Islamabad,FAST NUCES
male,Pashtun,Peshawar,Urdu,Nothing,0.6,Retired,Teacher,Pre-Med,MBBS,985,987,2019,Peshawar,KMC
female,Other,Peshawar,Pashto,Gaming,8,Doctor,Doctor,Pre-Med,Physiology,986,986,2019,Peshawar,Northwest School of Medicine
male,Pashtun,Karachi,Hinko,Writing,4,Doctor,House Wife,Commerce,BSEconomics,862,875,2019,Karachi,IBA
female,Punjabi,Islamabad,Punjabi,Writing,1.5,Army,House Wife,Pre-Engrr,BSMech,823,852,2019,Karachi,NED
male,Pashtun,Kohat,Urdu,Nothing,3,Engrr,House Wife,Commerce,BBA,899,890,2019,Peshawar,IMsciences
female,Other,Islamabad,Urdu,Sports,10,Doctor,House Wife,Pre-Med,Physiology,951,951,2020,Peshawar,Jinnah Medical College
male,Sindhi,Sukkur�,Sindhi,Gaming,2,Engrr,Teacher,Pre-Engrr,BSEE,870,900,2019,Peshawar,IMsciences
male,Brahuis,Islamabad,Urdu,Gaming,2,Teacher,Teacher,CS,BSCS,967,970,2019,Islamabad,COMSATS
male,Other,Lahore,Urdu,Gaming,7,Engrr,Doctor,CS,BSIT,900,910,2019,Lahore,LUMS
male,Sindhi,Islamabad,Lahore,Gaming,2,Doctor,Doctor,Commerce,BSAF,784,895,2020,Islamabad,Bahria University
male,Other,Lahore,Punjabi,Nothing,5,Army,Doctor,Pre-Med,MBBS,980,999,2019,Lahore,UHS
male,Other,Lahore,Urdu,Gaming,3,Doctor,Teacher,Commerce,BSAviMgt,895,850,2019,Lahore,UMT
female,Punjabi,Lahore,Urdu,Gaming,1,Engrr,House Wife,CS,BSCS,752,750,2019,Peshawar,Abasyn University
male,Punjabi,Islamabad,Urdu,Gaming,2.6,Army,House Wife,Commerce,BSEconomics,789,752,2019,Lahore,UMT
male,Other,Islamabad,Punjabi,Nothing,6,Doctor,Teacher,Pre-Engrr,BSMech,1000,1003,2019,Lahore,LUMS
male,Pashtun,Peshawar,Urdu,Gaming,4,Doctor,Teacher,Pre-Engrr,BSCivil,990,899,2019,Peshawar,IMsciences
male,Sindhi,Karachi,Urdu,Nothing,2,Retired,Teacher,Commerce,BSEconomics,823,852,2020,Karachi,NED
female,Other,Kohat,Urdu,Gaming,9,Doctor,House Wife,Pre-Med,Pharmacology,856,998,2020,Peshawar,Northwest School of Medicine
male,Other,Lahore,Punjabi,Nothing,6,Army,Doctor,Pre-Engrr,BSCivil,980,970,2019,Lahore,LUMS
male,Other,Karachi,Urdu,Gaming,7,Doctor,Teacher,Pre-Med,MBBS,1010,900,2019,Karachi,Aga Khan
female,Pashtun,Kohat,Hinko,Gaming,2,Engrr,House Wife,Pre-Med,MBBS,900,910,2019,Peshawar,KMC
female,Other,Lahore,Urdu,Sports,7,Doctor,Teacher,Pre-Engrr,BSEE,900,950,2019,Lahore,LUMS
male,Other,Kohat,Urdu,Gaming,8,Retired,Doctor,Pre-Med,Forensics,963,987,2020,Peshawar,Northwest School of Medicine
male,Other,Lahore,Urdu,Nothing,1,Doctor,House Wife,Pre-Med,BSBotany,985,987,2020,Peshawar,Abasyn University
female,Pashtun,Peshawar,Pashto,Gaming,11,Doctor,Doctor,Pre-Med,MBBS,988,988,2019,Peshawar,Jinnah Medical College
male,Punjabi,Islamabad,Urdu,Reading,1,Doctor,Doctor,Pre-Med,BSBotany,750,980,2018,Islamabad,Quaid-i-Azam University (QAU)
male,Pashtun,Peshawar,Pashto,Nothing,1,Retired,Teacher,Pre-Engrr,BSEE,985,987,2020,Peshawar,Abasyn University
male,Pashtun,Peshawar,Urdu,Nothing,0.6,Retired,Teacher,Pre-Med,MBBS,956,879,2019,Peshawar,KMC
male,Pashtun,Kohat,Urdu,Gaming,4,Retired,House-Wife,CS,BSCS,950,970,2023,Peshawar,FAST NUCES
female,Pashtun,Abbotabad,Punjabi,Sports,4,Engrr,House Wife,Pre-Engrr,BSMech,980,863,2019,Peshawar,CECOS
male,Pashtun,Kohat,Urdu,Nothing,3,Engrr,House Wife,Commerce,BBA,899,890,2019,Peshawar,IMsciences
female,Other,Lahore,Urdu,Sports,7,Doctor,Teacher,CS,BSCS,970,1000,2019,Lahore,LUMS
male,Other,Peshawar,Urdu,Nothing,1,Doctor,Teacher,Pre-Engrr,BSEE,850,921,2018,Islamabad,Quaid-i-Azam University (QAU)
female,Other,Islamabad,Urdu,Sports,7,Engrr,House Wife,CS,BSCS,809,852,2019,Lahore,Government College University (GCU)
male,Punjabi,Islamabad,Urdu,Sports,1,Engrr,House Wife,Commerce,BBA,865,741,2019,Islamabad,Iqra University
female,Pashtun,Peshawar,Urdu,Nothing,1.3,Retired,Teacher,CS,BSAI,985,987,2019,Peshawar,Abdul Wali Khan University
male,Other,Peshawar,Urdu,Nothing,2,Retired,Teacher,Pre-Engrr,BSEE,956,879,2020,Peshawar,UET
male,Punjabi,Lahore,Punjabi,Writing,3,Engrr,Doctor,CS,BSCS,988,970,2019,Islamabad,COMSATS
male,Other,Peshawar,Urdu,Nothing,2,Doctor,House Wife,Commerce,BBA,975,790,2020,Islamabad,AU (Air University)
male,Punjabi,Lahore,Punjabi,Nothing,1,Doctor,Doctor,CS,BSAI,850,965,2019,Islamabad,Quaid-i-Azam University (QAU)
male,Pashtun,Peshawar,Urdu,Nothing,2,Retired,Doctor,Pre-Med,MBBS,980,999,2019,Peshawar,KMC
male,Sindhi,Karachi,Sindhi,Sports,3,Engrr,Doctor,Commerce,BSAF,805,841,2019,Karachi,IBA
male,Punjabi,Karachi,Urdu,Nothing,1,Doctor,House Wife,Pre-Engrr,BSEE,823,861,2020,Karachi,Iqra University
male,Other,Islamabad,Punjabi,Nothing,1,Engrr,House Wife,CS,BSCS,978,850,2019,Islamabad,AU (Air University)
male,Punjabi,Sialkot,Punjabi,Sports,5,Engrr,Doctor,Pre-Engrr,BSCS,938,987,2020,Lahore,PU (University of Punjab)
female,Punjabi,Lahore,Urdu,Gaming,6,Doctor,House Wife,Pre-Med,MBBS,959,852,2020,Lahore,PU (University of Punjab)
male,Pashtun,Peshawar,Urdu,Nothing,2,Retired,Teacher,Pre-Engrr,BSEE,985,987,2020,Peshawar,UET
male,Punjabi,Lahore,Punjabi,Sports,4,Doctor,House Wife,Pre-Med,MBBS,1010,896,2020,Lahore,PU (University of Punjab)
male,Pashtun,Kohat,Urdu,Gaming,1,Retired,House-Wife,CS,BSCS,950,940,2023,Islamabad,NUST
male,Other,Karachi,Urdu,Gaming,3,Army,Doctor,Pre-Med,MBBS,1000,998,2019,Lahore,UHS
female,Pashtun,Peshawar,Urdu,Nothing,9,Doctor,House Wife,Pre-Med,Physiology,898,898,2019,Peshawar,Northwest School of Medicine
male,Punjabi,Karachi,Urdu,Gaming,6,Engrr,Doctor,Pre-Engrr,BSEE,823,852,2020,Lahore,Government College University (GCU)
male,Other,Peshawar,Pashto,Nothing,2,Retired,House Wife,Pre-Med,BSBotany,902,903,2019,Peshawar,Abdul Wali Khan University
male,Baloch,Other,Urdu,Nothing,3,Engrr,House Wife,Pre-Engrr,BSEE,710,899,2019,Peshawar,IMsciences
male,Pashtun,Peshawar,Urdu,Nothing,1,Engrr,House Wife,Pre-Med,MBBS,968,842,2019,Peshawar,KMC
male,Pashtun,Peshawar,Urdu,Nothing,1,Engrr,House Wife,Pre-Med,MBBS,988,856,2019,Peshawar,KMC
male,Punjabi,Islamabad,Punjabi,Gaming,2,Retired,Doctor,CS,BSCS,946,890,2019,Peshawar,FAST NUCES
male,Muhajirs,Karachi,Punjabi,Writing,2,Engrr,House Wife,Pre-Engrr,BSEE,800,834,2019,Peshawar,UET
male,Other,Islamabad,Urdu,Gaming,2,Engrr,Doctor,CS,BSCS,997,940,2019,Islamabad,COMSATS
female,Punjabi,Islamabad,Urdu,Gaming,3,Teacher,Teacher,Pre-Engrr,BSEE,989,859,2019,Lahore,UMT
male,Punjabi,Lahore,Urdu,Gaming,1.5,Engrr,Doctor,Pre-Engrr,BSCivil,1000,1009,2019,Islamabad,NUST
male,Baloch,Mardan,Urdu,Sports,3,Army,House Wife,Pre-Med,BSBotany,900,900,2019,Peshawar,Abdul Wali Khan University
male,Other,Islamabad,Urdu,Nothing,2,Doctor,Teacher,Pre-Engrr,BSCivil,729,803,2019,Peshawar,IMsciences
male,Muhajirs,Karachi,Urdu,Nothing,1.9,Doctor,Teacher,Pre-Engrr,BSEE,800,820,2019,Peshawar,FAST NUCES
female,Pashtun,Peshawar,Pashto,Reading,0.6,Engrr,House Wife,Pre-Med,MBBS,899,870,2019,Peshawar,KMC
male,Punjabi,Islamabad,Urdu,Reading,6,Army,Doctor,Commerce,BBA,999,991,2019,Lahore,LUMS
female,Punjabi,Islamabad,Punjabi,Writing,1.5,Engrr,House Wife,Pre-Engrr,BSCS,823,852,2019,Karachi,NED
male,Punjabi,Karachi,Urdu,Gaming,3,Doctor,House Wife,Commerce,BSEconomics,897,762,2020,Karachi,Iqra University
male,Other,Islamabad,Urdu,Gaming,2,Engrr,Doctor,CS,BSCS,990,998,2019,Islamabad,COMSATS
male,Other,Islamabad,Urdu,Nothing,0.8,Doctor,House Wife,Pre-Med,BSBotany,899,920,2019,Peshawar,UOP
male,Sindhi,Karachi,Sindhi,Sports,4,Engrr,House Wife,Commerce,BSAF,860,863,2019,Karachi,IBA
male,Other,Peshawar,Pashto,Nothing,1,Doctor,House Wife,Pre-Med,BSBotany,899,920,2019,Peshawar,UOP
female,Other,Peshawar,Urdu,Writing,2,Doctor,House Wife,Commerce,BBA,980,950,2020,Peshawar,IMsciences
male,Punjabi,Mardan,Urdu,Gaming,2.5,Doctor,Teacher,Pre-Med,MBBS,999,1000,2019,Lahore,UHS
male,Sindhi,Karachi,Sindhi,Gaming,4,Engrr,House Wife,Pre-Engrr,BSMech,810,820,2019,Peshawar,UET
male,Pashtun,Peshawar,Urdu,Gaming,1,Doctor,Doctor,Commerce,BSAF,988,933,2020,Karachi,Bahria University
female,Pashtun,Peshawar,Urdu,Gaming,10,Retired,Doctor,Pre-Med,Physiology,886,886,2020,Peshawar,Jinnah Medical College
male,Pashtun,Karachi,Pashto,Nothing,3,Engrr,House Wife,Commerce,BSEconomics,841,854,2019,Karachi,IBA
female,Pashtun,Peshawar,Urdu,Writing,2,Engrr,Doctor,CS,BSAI,956,974,2020,Islamabad,Bahria University
female,Other,Islamabad,Urdu,Writing,1.5,Engrr,Doctor,Pre-Engrr,BSMech,866,800,2019,Islamabad,AU (Air University)
male,Pashtun,Kohat,Urdu,Gaming,9,Doctor,House Wife,Pre-Med,Forensics,930,969,2020,Peshawar,Northwest School of Medicine
female,Other,Islamabad,Punjabi,Nothing,5,Doctor,Teacher,Pre-Engrr,BSAviMgt,763,725,2019,Lahore,UMT
male,Baloch,Islamabad,Pashto,Gaming,1.2,Engrr,House Wife,Pre-Med,BSBotany,752,750,2019,Peshawar,Abasyn University
male,Other,Peshawar,Urdu,Sports,3,Engrr,House Wife,Pre-Engrr,BSCivil,730,795,2019,Peshawar,UET
male,Other,Peshawar,Urdu,Nothing,2,Army,House Wife,Commerce,BBA,970,910,2019,Islamabad,COMSATS
male,Pashtun,Lahore,Urdu,Nothing,2,Retired,Doctor,Pre-Engrr,BSEE,985,987,2020,Peshawar,Abasyn University
male,Punjabi,Islamabad,Urdu,Nothing,1,Doctor,Teacher,Pre-Engrr,BSEE,800,970,2020,Islamabad,Quaid-i-Azam University (QAU)
female,Pashtun,Peshawar,Urdu,Nothing,1.3,Retired,Teacher,Pre-Engrr,BSEE,985,987,2019,Peshawar,Abdul Wali Khan University
male,Punjabi,Lahore,Punjabi,Nothing,7,Army,Doctor,Commerce,BBA,1000,991,2019,Lahore,LUMS
male,Brahuis,Islamabad,Urdu,Gaming,2,Teacher,Teacher,CS,BSCS,967,970,2019,Islamabad,Allama Iqbal Open University (AIOU)
female,Other,Kohat,Urdu,Sports,7,Doctor,House Wife,Pre-Engrr,BSEE,790,825,2020,Lahore,Government College University (GCU)
male,Other,Peshawar,Urdu,Nothing,1,Engrr,House Wife,CS,BSAI,850,852,2019,Islamabad,Quaid-i-Azam University (QAU)
male,Other,Lahore,Urdu,Nothing,3,Doctor,House Wife,Commerce,BSAF,752,984,2019,Islamabad,Iqra University
male,Punjabi,Lahore,Punjabi,Gaming,6,Doctor,Teacher,Commerce,BBA,999,987,2019,Lahore,LUMS
male,Punjabi,Islamabad,Urdu,Nothing,2,Doctor,House Wife,CS,BSCS,930,950,2020,Islamabad,COMSATS
male,Sindhi,Karachi,Sindhi,Nothing,2,Engrr,Teacher,Pre-Med,MBBS,845,876,2019,Peshawar,KMC
male,Pashtun,Peshawar,Urdu,Gaming,2,Engrr,Doctor,CS,BSMech,990,968,2019,Islamabad,COMSATS
male,Other,Karachi,Urdu,Gaming,6.4,Doctor,Teacher,Pre-Engrr,BSEE,999,1010,2019,Karachi,Aga Khan
male,Pashtun,Peshawar,Pashto,Nothing,1.5,Retired,Teacher,CS,BSCS,985,987,2020,Peshawar,Abasyn University
male,Pashtun,Karachi,Pashto,Nothing,3,Engrr,Doctor,Commerce,BSAF,875,841,2019,Karachi,IBA
male,Other,Islamabad,Urdu,Nothing,2,Doctor,House Wife,Pre-Med,BSBotany,899,920,2019,Peshawar,UOP
male,Punjabi,Islamabad,Urdu,Gaming,3,Doctor,Teacher,Pre-Med,MBBS,999,1000,2019,Lahore,UHS
female,Pashtun,Peshawar,Pashto,Gaming,3,Retired,Teacher,Commerce,BSEconomics,823,852,2019,Karachi,NED
male,Other,Lahore,Urdu,Gaming,7,Engrr,Doctor,CS,BSIT,900,910,2019,Lahore,LUMS
female,Punjabi,Sialkot,Urdu,Nothing,5,Teacher,House Wife,Pre-Med,BSBiotechnology,988,963,2020,Islamabad,PU (University of Punjab)
male,Pashtun,Peshawar,Pashto,Nothing,4,Engrr,House Wife,Pre-Engrr,BSCivil,763,843,2019,Peshawar,UET
male,Sindhi,Lahore,Urdu,Reading,1,Doctor,Doctor,Pre-Med,BSBotany,950,890,2018,Islamabad,Quaid-i-Azam University (QAU)
male,Muhajirs,Islamabad,Urdu,Sports,2,Teacher,House Wife,Pre-Engrr,BSMech,956,950,2019,Islamabad,COMSATS
female,Other,Islamabad,Urdu,Sports,10,Doctor,House Wife,Pre-Med,Physiology,951,951,2020,Peshawar,Jinnah Medical College
male,Baloch,Kohat,Urdu,Nothing,1,Doctor,Teacher,Pre-Engrr,BSEE,750,921,2020,Islamabad,Quaid-i-Azam University (QAU)
male,Punjabi,Karachi,Urdu,Gaming,4,Doctor,House Wife,Commerce,BSEconomics,852,956,2019,Karachi,Iqra University
male,Other,Islamabad,Urdu,Gaming,3,Army,Doctor,Pre-Med,MBBS,980,999,2019,Lahore,UHS
male,Other,Faisalabad,Urdu,Gaming,0.8,Doctor,House Wife,Pre-Med,BSBotany,890,900,2019,Peshawar,UOP
male,Other,Mardan,Urdu,Nothing,3,Doctor,House Wife,Pre-Engrr,BBA,960,841,2019,Karachi,IBA
female,Punjabi,Islamabad,Punjabi,Gaming,4,Army,Doctor,Pre-Med,MBBS,895,850,2019,Islamabad,PU (University of Punjab)
male,Muhajirs,Quetta,Urdu,Sports,2,Teacher,House Wife,Pre-Engrr,BSCivil,910,950,2019,Islamabad,FAST NUCES
male,Sindhi,Karachi,Sindhi,Gaming,4,Engrr,House Wife,Pre-Engrr,BSMech,810,820,2019,Peshawar,UET
male,Punjabi,Islamabad,Urdu,Gaming,7,Engrr,House Wife,Pre-Engrr,BSCS,998,842,2020,Lahore,Government College University (GCU)
male,Other,Lahore,Urdu,Gaming,3,Doctor,Teacher,Commerce,BSAviMgt,895,850,2019,Lahore,UMT
male,Pashtun,Peshawar,Urdu,Gaming,1,Retired,Doctor,CS,BSAI,965,985,2020,Karachi,Bahria University
female,Pashtun,Peshawar,Urdu,Nothing,1.3,Retired,Teacher,CS,BSAI,985,987,2019,Peshawar,Abdul Wali Khan University
male,Other,Islamabad,Urdu,Nothing,9,Doctor,House Wife,Pre-Med,MBBS,852,852,2020,Peshawar,Jinnah Medical College
female,Other,Kohat,Urdu,Gaming,11,Retired,Doctor,Pre-Med,Biochemistry,998,998,2019,Peshawar,Jinnah Medical College
female,Muhajirs,Karachi,Punjabi,Reading,2,Engrr,House Wife,Pre-Engrr,BSMech,820,800,2019,Peshawar,UET
male,Pashtun,Islamabad,Urdu,Sports,11,Doctor,Doctor,Pre-Med,Physiology,998,998,2019,Peshawar,Northwest School of Medicine
male,Punjabi,Sialkot,Punjabi,Gaming,3.5,Teacher,Teacher,Pre-Engrr,BSMaterial,995,895,2020,Lahore,PU (University of Punjab)
male,Other,Islamabad,Urdu,Nothing,2.5,Doctor,House Wife,Pre-Engrr,BSAviMgt,895,900,2019,Lahore,UMT
male,Pashtun,Kohat,Urdu,Reading,4,Retired,House-Wife,CS,BSSE,950,940,2023,Peshawar,FAST NUCES
male,Pashtun,Peshawar,Urdu,Nothing,1,Retired,Teacher,Pre-Med,MBBS,985,987,2019,Peshawar,KMC
male,Other,Islamabad,Urdu,Sports,9,Doctor,Doctor,Pre-Med,MBBS,856,856,2019,Peshawar,Jinnah Medical College
male,Punjabi,Lahore,Punjabi,Gaming,3,Teacher,House Wife,Pre-Engrr,BSCS,985,793,2019,Lahore,UMT
male,Punjabi,Karachi,Urdu,Sports,2,Engrr,House Wife,Pre-Engrr,BSAI,841,852,2020,Karachi,Iqra University
female,Punjabi,Sialkot,Punjabi,Gaming,2.5,Retired,House Wife,Commerce,BBA,727,752,2020,Lahore,UMT
male,Baloch,Mardan,Urdu,Sports,2,Army,House Wife,Pre-Med,BSBotany,900,900,2019,Peshawar,Abdul Wali Khan University
male,Other,Peshawar,Pashto,Nothing,1.5,Retired,House Wife,Pre-Engrr,BSSE,902,903,2019,Peshawar,Abdul Wali Khan University
female,Pashtun,Islamabad,Pashto,Nothing,1,Doctor,House Wife,CS,BSCS,901,960,2020,Islamabad,AU (Air University)
female,Punjabi,Islamabad,Urdu,Gaming,3,Teacher,Teacher,Pre-Med,Biochemistry,856,782,2019,Lahore,UMT
male,Punjabi,Islamabad,Punjabi,Gaming,7,Army,Doctor,Pre-Engrr,BSMech,930,950,2019,Lahore,LUMS
female,Sindhi,Karachi,Urdu,Writing,2,Retired,House Wife,Pre-Engrr,BSCS,823,852,2019,Karachi,NED
male,Other,Peshawar,Urdu,Nothing,10,Retired,Doctor,Pre-Med,Pharmacology,812,886,2020,Peshawar,Northwest School of Medicine
female,Sindhi,Sialkot,Urdu,Writing,8,Engrr,Doctor,Pre-Engrr,BSCS,780,800,2019,Lahore,LUMS
male,Kashmiris,Other,Urdu,Nothing,2,Engrr,House Wife,Pre-Med,MBBS,800,820,2019,Peshawar,KMC
male,Other,Islamabad,Urdu,Nothing,1,Doctor,Doctor,Pre-Engrr,BSEE,700,780,2019,Karachi,University of Karachi (UoK)
male,Other,Karachi,Urdu,Gaming,2,Doctor,Doctor,CS,BSCS,900,954,2019,Islamabad,COMSATS
male,Punjabi,Karachi,Urdu,Nothing,3,Engrr,House Wife,Pre-Engrr,BSAF,850,826,2019,Karachi,IBA
male,Punjabi,Islamabad,Punjabi,Nothing,4,Doctor,House Wife,Commerce,BSAF,895,850,2020,Islamabad,PU (University of Punjab)
female,Other,Abbotabad,Urdu,Sports,3,Engrr,House Wife,Commerce,BBA,846,982,2019,Islamabad,Iqra University
male,Pashtun,Kohat,Urdu,Gaming,9,Doctor,House Wife,Pre-Med,Physiology,998,998,2019,Peshawar,Jinnah Medical College
male,Punjabi,Islamabad,Urdu,Nothing,2,Doctor,House Wife,CS,BSCS,930,950,2020,Islamabad,COMSATS
male,Other,Islamabad,Urdu,Gaming,1.5,Engrr,Doctor,Pre-Engrr,BSCS,970,980,2019,Islamabad,NUST
female,Punjabi,Lahore,Urdu,Sports,6.5,Engrr,House Wife,Pre-Engrr,BSCS,820,895,2019,Lahore,Government College University (GCU)
male,Punjabi,Islamabad,Punjabi,Nothing,9,Doctor,House Wife,Pre-Med,Physiology,963,963,2019,Peshawar,Northwest School of Medicine
female,Punjabi,Lahore,Punjabi,Reading,1.5,Engrr,House Wife,CS,BSCS,823,852,2020,Karachi,NED
male,Punjabi,Lahore,Punjabi,Gaming,1,Engrr,Doctor,CS,BSCS,920,960,2019,Islamabad,COMSATS
male,Other,Karachi,Urdu,Gaming,6.5,Doctor,Teacher,CS,BSCS,1010,900,2019,Karachi,Aga Khan
female,Pashtun,Peshawar,Pashto,Nothing,11,Doctor,House Wife,Pre-Med,MBBS,963,963,2020,Peshawar,Jinnah Medical College
